date,type,registration,operator,fatalities,location,country,cat,year
24-JUN-1935,Ford 5-AT-D Tri-Motor,C-31,SCADTA,7,MedellÃ­n-Enriqu...,Colombia,A1,1935
09-JUL-1935,Savoia-Marchetti S-66,I-REDI,Ala Littoria,0,"near MahÃ³n, Menorca",Spain,A1,1935
14-JUL-1935,Fokker F.XXII,PH-AJQ,KLM,6,near Amsterdam-Schiph...,Netherlands,A1,1935
17-JUL-1935,Douglas DC-2-115E,PH-AKM,KLM,0,Bushehr (Bushire...,Iran,A1,1935
20-JUL-1935,Douglas DC-2-115E,PH-AKG,KLM,13,Pian San Giacomo,Switzerland,A1,1935
22-JUL-1935,Junkers Ju-52/3m,,German AF,11,HanskÃ¼hnenburg,Germany,A1,1935
27-JUL-1935,Curtiss AT-32B Condor II,NC12393,American Airways,0,"Murfreesboro, TN",USA,A1,1935
03-AUG-1935,Douglas DC-2-112,NC13722,TWA,0,"near Albuquerque, NM",USA,A1,1935
02-OCT-1935,DH.86 Express,VH-URT,Holyman's Airways,5,"near Flinders Island,...",Australia,A1,1935
06-OCT-1935,Douglas DC-2A-127,NC14285,Standard Oil Company,3,"Great Salt Lake, UT",USA,A1,1935
21-OCT-1935,Curtiss Condor 18,NC725K,Chamberlin Flying Service,1,"Troy, NY",USA,A1,1935
22-OCT-1935,DH.86 Express,G-ADCM,Imperial Airways,0,Zwettl,Austria,A1,1935
24-OCT-1935,Ford 5-AT-C Tri-Motor,,Private,0,Hankow,China,C1,1935
25-OCT-1935,Boulton Paul P.71A,G-ACOY,Imperial Airways,0,Brussel-Haren Ai...,Belgium,A1,1935
07-NOV-1935,Savoia-Marchetti S.73P,OO-AGM,Sabena,0,London-Croydon A...,U.K.,A1,1935
09-NOV-1935,Ford 5-AT-.  Tri-Motor,,TACA de Honduras,0,near Jutiapa,Honduras,A1,1935
09-NOV-1935,Short S.17 Kent,G-ABFB,Imperial Airways,0,Brindisi,Italy,O1,1935
18-NOV-1935,Junkers G.24he,PP-CAS,Syndicato Condor,0,"IlhÃ©us, BA",Brazil,A1,1935
23-NOV-1935,DH.66 Hercules,G-ABCP,Imperial Airways,,Lake Salisbury,Uganda,A1,1935
10-DEC-1935,Savoia-Marchetti S.73,OO-AGN,Sabena,11,Tatsfield,U.K.,A1,1935
10-DEC-1935,Potez 62,F-ANPH,Air France,0,near Auxerre,France,A1,1935
24-DEC-1935,Ford 5-AT-D Tri-Motor,NC433H,Panagra,2+ 2,Lima,Peru,A1,1935
31-DEC-1935,Short S.8 Calcutta,G-AASJ,Imperial Airways,12,near Alexandria,Egypt,A1,1935
14-JAN-1936,Douglas DC-2-120,NC14274,American Airlines,17,"Goodwin, AR",USA,A1,1936
14-JAN-1936,Junkers Ju-52/3m,624,Colombian AF,13,near Tres Esquinas Ai...,Colombia,A1,1936
17-JAN-1936,Junkers Ju-52/3mce,unreg.,LAB,13,near Cochabamba,Bolivia,A1,1936
28-FEB-1936,Douglas DC-2-115B,HB-ITI,Swissair,0,ZÃ¼rich-DÃ¼bendo...,Switzerland,A1,1936
05-MAR-1936,Ford 5-AT-D Tri-Motor,27,CNAC,0,near Zigong,China,A1,1936
16-MAR-1936,Junkers Ju-52/3m,OE-LAL,ÃLAG,0,Saualpe,Austria,A1,1936
26-MAR-1936,Ford 5-AT-B Tri-Motor,X-ABCO,Mexicana,14,near Amecameca de JuÃ...,Mexico,A1,1936
31-MAR-1936,Ford 5-AT-D Tri-Motor,25,CNAC,0,Nanking Airport ...,China,A1,1936
07-APR-1936,Douglas DC-2-112,NC13721,TWA,12,"near Fairchance, PA",USA,A1,1936
11-APR-1936,Sikorsky S-42,NC824M,Pan Am,3,Port of Spain,Trinidad & Tobago,A2,1936
17-APR-1936,Junkers Ju-52/3m,D-ASOR,Deutsche Lufthansa,3,Orvin (Ilfingen),Switzerland,A1,1936
20-APR-1936,Douglas DC-2-115K,OK-AIA,CLS,0,near Elburg,Netherlands,A1,1936
08-MAY-1936,LiorÃ©-et-Olivier H.242/1,F-ANQG,Air France,0,near Algerian coast,Mediterranean Sea,A1,1936
31-MAY-1936,Douglas DC-2-172,NC14979,TWA,0,near Chicago Municipa...,USA,A1,1936
??-MAY-1936,Junkers G.31fo,D-ABIL,Reichsluftfahrtministerium,,,Germany,A1,1936
09-JUN-1936,Fokker F.XXII,SE-ABA,AB Aerotransport,2,MalmÃ¶-Bulltofta...,Sweden,A1,1936
16-JUN-1936,Junkers Ju-52/3m,LN-DAE,DNL,7,"Mount Lihesten, ...",Norway,A1,1936
07-JUL-1936,Vickers Valentia,K3166,RAF,7,Mersa Matruh Air...,Egypt,A1,1936
09-JUL-1936,Curtiss Condor 18,NC728K,Chamberlin Flying Service,0,Terre Haute-Hulm...,USA,O1,1936
20-JUL-1936,Junkers Ju-52/3m,,German AF,2,Oberhof,Germany,A1,1936
26-JUL-1936,Junkers G.38di,D-AZUR,Deutsche Lufthansa,0,Dessau,Germany,A1,1936
29-JUL-1936,Curtiss T-32C Condor II,2,LAN Chile,0,CopiapÃ³ Airport...,Chile,A1,1936
08-AUG-1936,Ford 4-AT-B Tri-Motor,NC5811,Private,0,"Hundred, WV",USA,A1,1936
12-AUG-1936,DH.86 Express,G-ADEB,British Airways,2,near Altenkirchen,Germany,A1,1936
13-AUG-1936,Curtiss AT-32A Condor II,NC12392,American Airlines,0,Glendale-Grand C...,USA,A1,1936
15-AUG-1936,Fokker F.XII,G-ADZI,AviaciÃ³n Nacional,2,Biarritz Parme A...,France,A1,1936
16-AUG-1936,Fokker F.XII,G-ADZK,AviaciÃ³n Nacional,0,La Rochelle-Lago...,France,A1,1936
22-AUG-1936,Short S.17 Kent,G-ABFA,Imperial Airways,2,"Mirabella Bay, C...",Greece,A1,1936
15-SEP-1936,DH.86A Express,G-ADYF,British Airways,3,London-Gatwick A...,U.K.,A1,1936
19-SEP-1936,Junkers Ju-52/3mfe,D-AJUX,Deutsche Lufthansa,,Frankfurt,Germany,A1,1936
24-SEP-1936,CANT Z.506,I-RODI,Ala Littoria,9,near Benghazi,Libya,A1,1936
25-SEP-1936,Boulton Paul P.71A,G-ACOX,Imperial Airways,2,near Dungeness,U.K.,A1,1936
29-SEP-1936,A.W. AW.15 Atalanta,G-ABTK,Imperial Airways,0,Delhi,India,O1,1936
10-OCT-1936,Douglas DC-2-118B,NC14273,Panagra,3,near San JosÃ© Pinula,Guatemala,A1,1936
01-NOV-1936,Junkers Ju-52/3mge,D-APOO,Deutsche Lufthansa,10,near Tabarz,Germany,A1,1936
04-NOV-1936,Junkers Ju-52/3mge,22-74,HISMA,,near Madrid,Spain,C1,1936
05-NOV-1936,Junkers Ju-52/3m,,HISMA,,near Algordon,Spain,C1,1936
17-NOV-1936,Junkers Ju-52/3mge,D-ASUI,Deutsche Lufthansa,4,near Lauf an der Pegnitz,Germany,A1,1936
19-NOV-1936,Fokker F.XII,G-AEOT,British Airways,2,"Pound Hill, Tilg...",U.K.,A1,1936
25-NOV-1936,Junkers Ju-52/3m,,HISMA,,near Cuatro Vientos,Spain,C1,1936
28-NOV-1936,Junkers Ju-52/3m,D-ATAK,Deutsche Lufthansa,0,near Hannover,Germany,A1,1936
03-DEC-1936,Junkers Ju-52/3m,D-ASIH,Deutsche Lufthansa,6,Le Grand-Bornand,France,A1,1936
08-DEC-1936,Junkers Ju-52/3m,22-78,Condor Legion,4,"near Serranillos, Ãvila",Spain,A1,1936
09-DEC-1936,Douglas DC-2-115E,PH-AKL,KLM,15,London-Croydon A...,U.K.,A1,1936
16-DEC-1936,Fokker F.XII,45-6,AviaciÃ³n Nacional,0,LeÃ³n Airport,Spain,A1,1936
19-DEC-1936,Douglas DC-2-112,NC13732,"North American Aviation, op.for Eastern Air Lines",0,"near Milford, PA",USA,A1,1936
25-DEC-1936,Douglas DC-2-118A,28,CNAC,,Chengtu,China,A1,1936
28-DEC-1936,Short S.8 Calcutta,G-EBVG,Imperial Airways,0,"Mirabello Bay, C...",Greece,O1,1936
28-DEC-1936,Douglas DC-2-118B,24,CNAC,,near Nanking Airport ...,China,A2,1936
??-???-1936,Curtiss AT-32C Condor II,NR11732,CÃ³ndor Peruana de AviaciÃ³n,,Pias,Peru,A1,1936
03-JAN-1937,Junkers Ju-52/3m,22-96,HISMA,,,Spain,U1,1937
20-JAN-1937,Ford 5-AT-C Tri-Motor,NC422H,DePonti Aviation Company,0,"Sioux City, IA",USA,O1,1937
26-JAN-1937,Sabca Savoia-Marchetti S.73P,OO-AGR,Sabena,12,near Oran-es Senia Ai...,Algeria,A1,1937
09-FEB-1937,Douglas DC-3A-197,NC16073,United Airlines,11,near San Francisco Mu...,USA,A1,1937
16-FEB-1937,Junkers Ju-52/3m,22-58,HISMA,,Jarama,Spain,C1,1937
18-FEB-1937,Douglas DC-2-112,NC13734,Eastern Air Lines,0,Atlanta Municipa...,USA,A1,1937
13-MAR-1937,Junkers Ju-52/3m,22-70,HISMA,,Guadalajara,Spain,C1,1937
16-MAR-1937,DH.86 Express,G-ACVZ,Imperial Airways,3,Elsdorf,Germany,A1,1937
24-MAR-1937,Short S.23 Empire Flying Boat Mk I,G-ADVA,Imperial Airways,5,near Ouroux,France,A1,1937
25-MAR-1937,Douglas DC-2-112,NC13730,TWA,13,"near Clifton, PA",USA,A1,1937
??-MAR-1937,Douglas DC-2-115B,EC-AGK,LAPE,,Valencia,Spain,A1,1937
??-MAR-1937,Douglas DC-2-115B,EC-AAY,LAPE,,unknown,Unknown country,U1,1937
01-APR-1937,Ford 5-AT-C Tri-Motor,NC8410,Star Air Service,0,"Lake Spenard, AK",USA,A1,1937
03-APR-1937,Douglas DC-3-194B,PH-ALP,KLM,8,"near McNary, AZ",USA,A1,1937
06-APR-1937,Douglas DC-2-115M,EC-BFF,LAPE,0,Santander-La Alb...,Spain,C1,1937
06-APR-1937,Junkers Ju-52/3mg3e,33+K39,German AF,,Liegnitz,Germany,A1,1937
07-MAY-1937,Douglas C-33 (DC-2),36-81,USAAC,0,"near Clay Springs, AZ",USA,A1,1937
29-MAY-1937,Ford 4-AT-B Tri-Motor,NC8404,Private,0,"Belleville, IL",USA,A1,1937
31-MAY-1937,Handley Page HP.42E,G-AAXE,Imperial Airways,0,Karachi,Pakistan,O1,1937
02-JUN-1937,Sikorsky S-43,No. 2,Chilean AF,9,near Ancud,Chile,A1,1937
16-JUN-1937,Junkers Ju-52/3msai,ZS-AKY,South African Airways,1,Johannesburg/Ger...,South Africa,A1,1937
26-JUL-1937,Junkers Ju-52/3m,22-66,HISMA,,,Spain,A1,1937
28-JUL-1937,Douglas DC-2-115L,PH-ALF,KLM,15,near Beert,Belgium,A1,1937
01-AUG-1937,Junkers Ju-52/3m,XVIII,Eurasia,,Kunming,China,A1,1937
02-AUG-1937,Sikorsky S-43B,NC15065,Panagra,14,near CristÃ³bal,Panama,A1,1937
02-AUG-1937,Savoia-Marchetti S.73,I-SUSA,Ala Littoria,9,Wadi Halfa Airpo...,Sudan,A1,1937
06-AUG-1937,Douglas DC-2-152,URSS-M25,"Aeroflot, International",6,"near Herina, Bistrita...",Romania,A1,1937
08-AUG-1937,Sikorsky S-43W,NC16930,CNAC,3,"Chilang Point, B...",China,A1,1937
10-AUG-1937,Douglas DC-2-112,NC13739,Eastern Air Lines,4,Daytona Beach Mu...,USA,A1,1937
14-AUG-1937,Junkers Ju-52/3m,22-51,HISMA,,,Spain,U1,1937
21-AUG-1937,Ford 5-AT-C Tri-Motor,NR9648,Republic Oil Co.,0,"Fairbanks, AK",USA,A1,1937
23-AUG-1937,Douglas DC-2-118A,NC14298,Panagra,3,"near San Luis, SL",Argentina,A1,1937
14-SEP-1937,Junkers Ju-52/3m,22-61,HISMA,,SariÃ±ena (Huesca),Spain,C1,1937
27-SEP-1937,Curtiss T-32C Condor II,NC12364,Private,0,New York-Floyd B...,USA,O1,1937
27-SEP-1937,Curtiss AT-32B Condor II,NC12394,American Airlines,0,New York-Floyd B...,USA,O1,1937
27-SEP-1937,Curtiss AT-32D Condor II,NC12397,American Airlines,0,,USA,O1,1937
28-SEP-1937,Ford 5-AT-B Tri-Motor,LG-AAE,TACA Guatemala,,near Puerto Cabezas,Nicaragua,A1,1937
01-OCT-1937,Short S.23 Empire Flying Boat Mk I,G-ADVC,Imperial Airways,3,Faliro Bay,Greece,A1,1937
06-OCT-1937,Douglas DC-3-194B,PH-ALS,KLM,4,Palembang-Talang...,Indonesia,A1,1937
15-OCT-1937,Junkers Ju-52/3m,22-62,HISMA,,,Spain,U1,1937
17-OCT-1937,Douglas DC-3A-197,NC16074,United Airlines,19,"near Knight, WY",USA,A1,1937
25-OCT-1937,Junkers Ju-52/3m,S2+PO,German AF,,Tutow,Germany,A1,1937
27-OCT-1937,Dewoitine D.333,F-ANQA,Air France,6,near El Jadida,Morocco,A1,1937
16-NOV-1937,Junkers Ju-52/3mge,OO-AUB,Sabena,11,near Stene Airfield,Belgium,A1,1937
23-NOV-1937,Douglas DC-2-115D,SP-ASJ,LOT,6,Pirin Mountains,Bulgaria,A1,1937
26-NOV-1937,Junkers Ju-52/3mfe,D-AGAV,Deutsche Lufthansa,3,London-Croydon A...,U.K.,A1,1937
??-NOV-1937,Junkers Ju-52/3mge,D-AFYV,DVL,,Roggentin,Germany,A1,1937
03-DEC-1937,Junkers Ju-52/3mte,D-AXAT,Deutsche Lufthansa,1,MÃ¼nchen,Germany,A1,1937
05-DEC-1937,Short S.23 Empire Flying Boat Mk I,G-ADUZ,Imperial Airways,2,Brindisi,Italy,A1,1937
08-DEC-1937,Potez 621,F-AOTZ,Air France,2,near Saint-Sauveur,France,A1,1937
15-DEC-1937,Junkers Ju-52/3mce,CB-18,LAB,8,near Sorata,Bolivia,A1,1937
04-JAN-1938,Junkers Ju-52/3mte,D-ABUR,Deutsche Lufthansa,6,near Frankfurt,Germany,A1,1938
10-JAN-1938,Lockheed 14-H Super Electra,NC17388,Northwest Airlines,10,"near Bozeman, MT",USA,A1,1938
11-JAN-1938,Sikorsky S-42B,NC16734,Pan Am,7,"near Pago Pago, Ameri...",Pacific Ocean,A1,1938
13-JAN-1938,Junkers Ju-52/3m,,AviaciÃ³n Nacional,,Barcelona,Spain,A1,1938
02-FEB-1938,Consolidated PBY-2 Catalina,0463,US Navy,3,near San Clemente Isl...,USA,A1,1938
02-FEB-1938,Consolidated PBY-2 Catalina,0462,US Navy,7,near San Clemente Isl...,USA,A1,1938
07-FEB-1938,Junkers Ju-90V1,D-AALU,Junkers,1,Dessau,Germany,A1,1938
09-FEB-1938,LiorÃ©-et-Olivier H.242/1,F-ANPB,Air France,7,Ãtang de Berre,France,A1,1938
13-FEB-1938,CANT Z.506,I-ORIA,Ala Littoria,14,"near Sardinia, Italy",Mediterranean Sea,A1,1938
22-FEB-1938,Junkers Ju-52/3mge,D-APAR,Deutsche Lufthansa,3,near Pontoise,France,A1,1938
??-FEB-1938,Fokker F.XX,EC-45-E,LAPE,,Barcelona-El Pra...,Spain,U1,1938
01-MAR-1938,Douglas DC-2-112,NC13789,TWA,9,"near Wawona, CA",USA,A1,1938
07-MAR-1938,Potez 62,F-ANQR,Air France,7,"Datia, Madhya Pr...",India,A1,1938
17-MAR-1938,Tupolev G-2,CCCP-N210,Polyarnaya Aviatsiya,0,Buhkta Teplits,Russia,A1,1938
23-MAR-1938,Dewoitine D.338,F-AQBB,Air France,8,French PyrÃ©nÃ©es,France,A1,1938
28-MAR-1938,WM Fokker F.VIIIb,HA-FND,Malert,,near NyÃ­regyhÃ¡za,Hungary,A1,1938
30-MAR-1938,Junkers Ju-52/3m,I-BEZI,Ala Littoria,0,near Venezia Lido Air...,Italy,A1,1938
25-APR-1938,Sikorsky S-43B,NC16932,Pan Am,0,near Kingston,Jamaica,A1,1938
30-APR-1938,Savoia-Marchetti S.73,I-MEDA,Ala Littoria,19,"Maranola, Formia",Italy,A1,1938
10-MAY-1938,Ford 5-AT-C Tri-Motor,2,LAN Chile,0,Chepiquilla Airf...,Chile,A1,1938
13-MAY-1938,Ford 5-AT-DS Tri-Motor,C-60,SCADTA,0,near QuibdÃ³,Colombia,A1,1938
16-MAY-1938,Lockheed 14-H2 Super Electra,NC17394,Northwest Airlines,9,"near Saugus, CA",USA,A1,1938
22-MAY-1938,Curtiss T-32C Condor II,1,LAN Chile,,Domeyko,Chile,A1,1938
22-MAY-1938,Junkers Ju-52/3mge,PP-CBC,Syndicato Condor,6,"Santos Airport, ...",Brazil,A1,1938
24-MAY-1938,Douglas DST-A-207A (DC-3),NC18108,United Airlines,10,near Cleveland Munici...,USA,A1,1938
19-JUN-1938,Douglas DC-2-118A,NC14272,Panagra,4,Mt Mercedario,Chile,A1,1938
26-JUN-1938,Junkers Ju-52/3mge,OA-HHB,Deutsche Lufthansa Sucursal PerÃº,7,Cerro Chilligua,Peru,A1,1938
02-JUL-1938,Curtiss YC-30 Condor II,33-321,USAAC,0,"Maxwell Field, M...",USA,A1,1938
08-JUL-1938,Lockheed 14-H Super Electra,NC17383,Northwest Airlines,1,Billings Municip...,USA,A1,1938
14-JUL-1938,Savoia-Marchetti S-66,I-VOLO,Ala Littoria,20,"near Terranova, Sardi...",Mediterranean Sea,A1,1938
15-JUL-1938,Douglas DC-3-228,NC18114,Pan Am,0+ 1,"MorÃ³n, BA",Argentina,A1,1938
16-JUL-1938,Junkers Ju-52/3mge,XXI,Eurasia,,Wuhan (Hankow),China,A1,1938
22-JUL-1938,Lockheed 14-H Super Electra,SP-BNG,LOT,14,"Negrileasa, Stul...",Romania,A1,1938
27-JUL-1938,A.W. AW.15 Atalanta,G-ABTG,Imperial Airways,4,near Kisumu,Kenya,A1,1938
28-JUL-1938,Martin M-130,NC14714,Pan Am,15,"near Manila, Philippines",Pacific Ocean,A1,1938
10-AUG-1938,WM Fokker F.VIIIb,HA-FNC,Malert,12,near Debrecen Airport...,Hungary,A1,1938
11-AUG-1938,Ford 5-AT-C Tri-Motor,NC8413,Private,0,"Mankato, MN",USA,O1,1938
13-AUG-1938,Savoia-Marchetti S.73,OK-BAG,CSA,17,Oberkirch,Germany,A1,1938
15-AUG-1938,Junkers Ju-52/3mfe,PP-CAT,Syndicato Condor,9,Guanabara Bay,Brazil,A1,1938
18-AUG-1938,Lockheed 14-H Super Electra,SP-BNJ,LOT,0,Bucharest-Baneas...,Romania,A1,1938
18-AUG-1938,Macchi M.C.94-II,I-NILO,Macchi,13,Mornago (Varese),Italy,A1,1938
20-AUG-1938,Junkers Ju-52/3m,,AviaciÃ³n Nacional,,,Spain,A1,1938
24-AUG-1938,Douglas DC-2-221,32,CNAC,14,Wangmoon,China,C2,1938
03-SEP-1938,Ford 5-AT-D Tri-Motor,NC435H,Johnson Flying Service,0,"Big Prairie, MT",USA,A1,1938
07-SEP-1938,CANT Z.506C,I-DENO,Ala Littoria,,Melilla,Spain,A1,1938
20-SEP-1938,Short Sunderland I,L2162,RAF,2,"Angle Bay, Milfo...",U.K.,A1,1938
29-SEP-1938,Junkers Ju-52/3m,D-AMOK,German AF,1,Frankfurt Rhein-...,Germany,A1,1938
01-OCT-1938,Junkers Ju-52/3mte,D-AVFB,Deutsche Lufthansa,13,Grisons (GraubÃ¼...,Switzerland,A1,1938
01-OCT-1938,Junkers G.24,PP-CAB,Syndicato Condor,0,"Coruripe, AL",Brazil,A1,1938
10-OCT-1938,Sabca Savoia-Marchetti S.73P,OO-AGT,Sabena,20,Soest,Germany,A1,1938
18-OCT-1938,Douglas DC-2-112,NC13735,Eastern Air Lines,0,near Montgomery Munic...,USA,A1,1938
20-OCT-1938,Ford 4-AT-B Tri-Motor,NC7865,Private,1,"Powellsville, NC",USA,A1,1938
25-OCT-1938,Douglas DC-2-210,VH-UYC,ANA,18,"Mt Dandenong, VIC",Australia,A1,1938
04-NOV-1938,DH.86 Express,G-ACZN,Jersey Airways,13+ 1,Jersey-States Ai...,U.K.,A1,1938
10-NOV-1938,Douglas DC-3,J-BDO.,Japan Air Transport,,Fukuoka,Japan,A1,1938
14-NOV-1938,Douglas DC-3-194D,PH-ARY,KLM,6,Amsterdam-Schiph...,Netherlands,A1,1938
18-NOV-1938,Consolidated PBY-2 Catalina,0482,US Navy,2,Honolulu Harbour...,USA,A1,1938
18-NOV-1938,Lockheed 14-H2 Super Electra,CF-TCL,TCAL,2,"near Regina Airport, ...",Canada,A1,1938
22-NOV-1938,Lockheed 14-WF62 Super Electra,G-AFGO,British Airways,2,"Walton Bay, Some...",U.K.,A1,1938
22-NOV-1938,Savoia-Marchetti SM-75C,I-TUON,Ala Littoria,4,near Winklern,Austria,A1,1938
25-NOV-1938,Junkers Ju-52/3m,,German AF,4,near Bayreuth,Germany,A1,1938
26-NOV-1938,Junkers Ju-90V2,D-AIVI,Deutsche Lufthansa,12,Bathurst (Banjul),Gambia,A1,1938
27-NOV-1938,Short S.23 Empire Flying Boat Mk I,G-AETW,Imperial Airways,4,Lake Habbaniyah,Iraq,A1,1938
29-NOV-1938,Douglas DC-3A-191,NC16066,United Airlines,5,"near Point Reyes, CA",USA,A1,1938
02-DEC-1938,Junkers Ju-52/3mte,D-ANOY,Deutsche Lufthansa,0,near Vienna,Austria,A1,1938
03-DEC-1938,DH.86 Express,G-ADCN,Imperial Airways,,Bangkok,Thailand,U1,1938
06-DEC-1938,Focke-Wulf Fw 200,D-ACON,Deutsche Lufthansa,0,near Manila,Philippines,A1,1938
08-DEC-1938,Nakajima/Douglas DC-2,J-BBOH,Imperial Japanese Airways,10,near Kerama Islands,Japan,A1,1938
09-DEC-1938,Lockheed 14-WF62 Super Electra,PH-APE,KLM,4,near Amsterdam-Schiph...,Netherlands,A1,1938
10-DEC-1938,Lockheed 14-WG3B Super Electra,J-BDOB,Imperial Japanese Airways,,Tsingtao (Quingd...,China,A1,1938
11-DEC-1938,Junkers Ju-52/3mge,HC-SAB,SEDTA,0,Quito-Cotocollao...,Ecuador,A1,1938
07-JAN-1939,Douglas DC-2-115B,HB-ITA,Swissair,5,near Senlis,France,A1,1939
13-JAN-1939,Lockheed 14-H Super Electra,NC17389,Northwest Airlines,4,Miles City Munic...,USA,A1,1939
13-JAN-1939,Junkers Ju-52/3mge,PP-CAY,Syndicato Condor,10,"Rio Bonito, RJ",Brazil,A1,1939
13-JAN-1939,Fokker F.XVIII,VQ-PAF,Commercial Aviation Company,0,Lydda Airport (TLV),Israel,A1,1939
17-JAN-1939,Ford 5-AT-.  Tri-Motor,C-63,SCADTA,4,near Sumapaz,Colombia,A1,1939
18-JAN-1939,Lockheed 14-H Super Electra,VH-ABI,Guinea Airways,4,near Katherine-Tindal...,Australia,A1,1939
21-JAN-1939,Short S.23 Empire Flying Boat Mk II,G-ADUU,Imperial Airways,3,"near Port Washington,...",Atlantic Ocean,A1,1939
24-JAN-1939,Junkers Ju-52/3m,,German AF,5,near Arrens,France,A1,1939
27-JAN-1939,Potez 62,F-ANPJ,Air France,6,near KÃ¶ln-Butzweiler...,Germany,A1,1939
06-FEB-1939,Fokker F.XVIII,BF,Spanish Republican AF,,VilajuÃ¯ga Airfield,Spain,O1,1939
13-FEB-1939,Junkers Ju-52/3m,,AviaciÃ³n Nacional,,near Cartagena,Spain,A1,1939
19-FEB-1939,Sikorsky S-42A,NC15376,Pan Am,0,San Juan harbor,Puerto Rico,A2,1939
24-FEB-1939,Junkers Ju-52/3mge,D-ALUS,Reichsluftfahrtministerium,12,"Termes Ribi, Com...",France,A1,1939
02-MAR-1939,Ford 6-AT-AS Tri-Motor,CF-BEP,Yukon Southern Air Transport,0,"Vancouver, BC",Canada,O1,1939
05-MAR-1939,Junkers Ju-52/3m,,AviaciÃ³n Nacional,,,Spain,A1,1939
12-MAR-1939,Junkers Ju-52/3mge,XXIII,Eurasia,4,near Weining,China,A1,1939
12-MAR-1939,Short S.23 Empire Flying Boat Mk I,G-ADUY,"Imperial Airways, op.for Qantas Empire Airways",0,"Tandjong, Batavi...",Indonesia,A1,1939
14-MAR-1939,Junkers Ju-52/3mge,OO-AUA,Sabena,3,Sint-Stevens-Woluwe,Belgium,A1,1939
18-MAR-1939,Boeing S.307 Stratoliner,NX19901,Boeing,10,"near Alder, WA",USA,A1,1939
26-MAR-1939,Douglas DC-2-112,NC13727,Braniff Airways,8,Oklahoma City Mu...,USA,A1,1939
29-MAR-1939,Junkers Ju-52/3mge,M-CABD,Iberia,,"Cabezabellosa, C...",Spain,A1,1939
??-MAR-1939,Lockheed 14-WG3B Super Electra,J-BDOQ,Imperial Japanese Airways,,Fukuoka Airport ...,Japan,A1,1939
??-MAR-1939,Ford 5-AT-B Tri-Motor,LG-AAH,TACA Guatemala,0,Tegucigalpa-Tonc...,Honduras,O1,1939
15-APR-1939,Ford 5-AT-C Tri-Motor,NC8411,South American Gulf Oil Co.,2,"near El Carmen, Santa...",Colombia,A1,1939
24-APR-1939,Junkers Ju-52/3m,,German AF,,GroÃer Arbersee,Germany,A1,1939
29-APR-1939,Junkers Ju-52/3m,,German AF,5,near Bollstadt/Amerdi...,Germany,A1,1939
??-APR-1939,Fokker F.VIII,YV-AFO,Venezuelan Government,0,near UruyÃ©n,Venezuela,A1,1939
01-MAY-1939,Short S.23 Empire Flying Boat Mk I,G-ADVD,Imperial Airways,2,"Lumbo lagoon, Il...",Mozambique,A1,1939
02-MAY-1939,Dewoitine D.338,F-ARIC,Air France,9,near Argana,Morocco,A1,1939
03-MAY-1939,Consolidated PBY-4 Catalina,1234,US Navy,,San Diego-North ...,USA,A1,1939
06-MAY-1939,Junkers Ju-52/3m,XVII,Eurasia,0,Hanchung (Hanzho...,China,C1,1939
17-MAY-1939,Lockheed 14-WG3B Super Electra,J-BCOZ,Imperial Japanese Airways,6,Fukuoka dai-1 Ai...,Japan,A1,1939
??-MAY-1939,Douglas DC-2-192,,Chinese Government,0,Chongqing Airpor...,China,C1,1939
01-JUN-1939,A.W. AW.15 Atalanta,G-ABTH,Imperial Airways,,Alexandria,Egypt,A1,1939
05-JUN-1939,Short Sunderland I,L5801,RAF,4,Johore Straits,Singapore,A1,1939
06-JUN-1939,Douglas DC-2-115E,PH-AKN,KLM,0+ 1,Amsterdam-Schiph...,Netherlands,A2,1939
12-JUN-1939,Short S.23 Empire Flying Boat Mk I,G-ADVE,Imperial Airways,0,Calcutta,India,A1,1939
19-JUN-1939,Short S.30 Empire Flying Boat,G-AFCW,Imperial Airways,0,Hythe,Atlantic Ocean,O1,1939
29-JUL-1939,DH.86A Express,L7596,RAF,0,Kirby-in-Furness...,U.K.,A1,1939
03-AUG-1939,Junkers Ju-52/3mte,D-ANJH,Deutsche Lufthansa,0,Rangoon-Mingalad...,Myanmar,U1,1939
04-AUG-1939,Junkers Ju-52/3mte,D-AUJG,Deutsche Lufthansa,7,Tivissa,Spain,A1,1939
11-AUG-1939,Lockheed 14-WF62 Super Electra,G-AFGN,Imperial Airways,0,"Saint-Sauveur, L...",France,A1,1939
13-AUG-1939,Sikorsky S-43B,NC16933,Pan Am,14,near Rio de Janeiro-S...,Brazil,A1,1939
24-AUG-1939,Savoia-Marchetti SM-75,I-LOVE,Ala Littoria,,,Italy,A1,1939
24-AUG-1939,Junkers F.24kay (G.24),D-ULIS,Deutsche Lufthansa,2,Glindow,Germany,A1,1939
30-AUG-1939,Junkers Ju-52/3mte,D-AFOP,Deutsche Lufthansa,7,near Hannover,Germany,A1,1939
31-AUG-1939,Junkers Ju-52/3m,,German AF,4,Hunding/Zueding,Germany,A1,1939
05-SEP-1939,Vickers Valentia,K2345,RAF,0,Catterick RAF St...,U.K.,A1,1939
05-SEP-1939,Junkers Ju-52/3m,WL-AGZG,German AF,9,Wilhelmshaven-Reede,Germany,C1,1939
10-SEP-1939,Short Sunderland I,N6135,RAF,0,Pembroke Dock RA...,U.K.,A1,1939
